Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,total_units_credited,total_units_enrolled,total_units_evaluations,total_units_approved,total_units_grade,total_units_without_evaluations,Status
Single,17,1,Health and Social Sciences,1,Secondary Education,139.0,Europe,Basic Education,Basic Education,Service Workers,Professional,136.2,0,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,10,14,10,13.166666666666668,1,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,130.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,119.5,1,0,0,1,Female,Yes,21,No,15.5,2.8,-4.06,0,15,15,15,13.183928571428572,0,Graduate
Single,18,1,Other,1,Secondary Education,133.1,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,106.0,1,0,1,1,Female,No,21,No,8.9,1.4,3.51,0,14,15,13,12.75,0,Enrolled
Single,1,4,Other,1,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,124.1,1,0,0,1,Female,No,18,No,8.9,1.4,3.51,0,12,13,12,13.797619047619047,0,Enrolled
Single,1,3,Business and Management,1,Secondary Education,143.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,133.2,1,0,0,1,Female,Yes,18,No,12.7,3.7,-1.7,0,10,18,8,13.375,0,Graduate
Divorced,39,1,Health and Social Sciences,1,Secondary Education,110.0,Europe,Basic Education,Basic Education,Student,Other,110.0,0,0,0,0,Female,No,35,No,9.4,-0.8,-3.12,0,10,25,3,11.25,3,Dropout
Single,1,6,Health and Social Sciences,1,Secondary Education,120.0,South America,Secondary Education,Secondary Education,Manual Labor,Manual Labor,114.8,1,0,0,1,Female,No,21,Yes,11.1,0.6,2.02,0,14,20,9,13.535,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,130.0,1,0,0,1,Male,Yes,18,No,7.6,2.6,0.32,0,14,14,12,13.183333333333332,0,Graduate
Single,17,5,Engineering and Technology,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,122.6,1,0,0,1,Male,No,22,No,9.4,-0.8,-3.12,0,12,12,1,5.5,0,Enrolled
Single,17,1,Health and Social Sciences,1,Secondary Education,134.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,133.5,1,0,0,1,Male,Yes,20,No,15.5,2.8,-4.06,0,15,16,15,12.311875,0,Graduate
Married,39,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,120.0,1,0,0,1,Female,No,34,No,9.4,-0.8,-3.12,0,12,15,10,12.600000000000001,0,Graduate
Married,7,1,Business and Management,1,Higher Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.0,0,0,0,1,Female,No,33,No,10.8,1.4,1.74,5,15,22,10,11.925,2,Enrolled
Single,1,3,Health and Social Sciences,1,Secondary Education,142.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,137.3,1,0,0,1,Female,Yes,22,No,7.6,2.6,0.32,0,14,14,12,13.9,0,Graduate
Single,17,3,Health and Social Sciences,1,Secondary Education,127.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,123.5,1,0,0,1,Female,Yes,20,No,7.6,2.6,0.32,0,12,23,7,11.25,0,Enrolled
Married,39,1,Business and Management,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Service,131.8,0,0,0,1,Female,No,35,No,10.8,1.4,1.74,0,10,16,8,13.028571428571428,0,Enrolled
Married,39,1,Business and Management,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,130.0,1,0,0,0,Female,No,39,No,9.4,-0.8,-3.12,0,10,27,6,10.666666666666666,2,Dropout
Single,18,6,Health and Social Sciences,1,Secondary Education,142.0,Europe,Basic Education,Basic Education,Manual Labor,Service,128.0,1,0,0,0,Female,No,19,No,11.1,0.6,2.02,0,15,14,0,0.0,0,Dropout
Divorced,39,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,95.0,0,0,0,1,Female,Yes,36,No,10.8,1.4,1.74,0,12,24,9,11.166666666666668,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,124.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,116.0,1,0,0,1,Female,Yes,21,No,12.7,3.7,-1.7,0,16,16,14,13.957142857142856,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,157.0,Europe,Higher Education,Basic Education,Professional,Service,136.7,1,0,0,1,Female,No,22,No,9.4,-0.8,-3.12,0,12,24,7,13.083333333333332,1,Enrolled
Married,39,1,Health and Social Sciences,1,Secondary Education,126.6,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,107.5,0,0,1,1,Female,Yes,42,No,11.1,0.6,2.02,0,12,15,12,14.30952380952381,0,Graduate
Single,39,1,Engineering and Technology,1,Secondary Education,110.0,Europe,Basic Education,Basic Education,Student,Other,108.4,1,0,0,1,Female,No,34,No,10.8,1.4,1.74,0,10,11,0,0.0,0,Dropout
Single,17,1,Other,1,Secondary Education,144.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,130.7,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,12,17,11,11.633333333333333,0,Enrolled
Married,44,1,Health and Social Sciences,0,Other,160.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,155.9,0,0,0,1,Female,No,33,No,13.9,-0.3,0.79,5,12,14,12,15.607142857142858,0,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,105.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,106.1,1,0,0,1,Female,No,20,No,13.9,-0.3,0.79,0,12,17,10,11.2,0,Graduate
Single,1,2,Other,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Student,Service,128.6,1,0,1,1,Female,No,19,No,7.6,2.6,0.32,0,10,15,8,12.5,2,Graduate
Married,43,1,Business and Management,0,Higher Education,140.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,140.0,0,0,1,1,Female,No,34,No,16.2,0.3,-0.92,7,19,43,13,12.211111111111109,0,Dropout
Single,1,1,Business and Management,1,Secondary Education,138.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,145.0,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,10,11,10,13.5,0,Graduate
Single,17,1,Health and Social Sciences,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,113.0,0,0,0,1,Female,Yes,24,No,10.8,1.4,1.74,0,12,18,10,12.5,0,Graduate
Single,1,1,Other,1,Secondary Education,135.0,Europe,Secondary Education,Other,Manual Labor,Manual Labor,137.1,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,12,13,12,12.833333333333334,0,Graduate
Single,1,1,Other,1,Secondary Education,119.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,119.7,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,10,13,6,13.0,1,Enrolled
Single,17,1,Health and Social Sciences,1,Secondary Education,121.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,120.5,1,0,0,1,Female,No,21,No,10.8,1.4,1.74,0,16,16,14,12.91,0,Graduate
Single,1,5,Health and Social Sciences,1,Secondary Education,126.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,125.7,1,0,0,1,Female,Yes,19,No,9.4,-0.8,-3.12,0,12,21,9,11.0,0,Graduate
Single,17,4,Health and Social Sciences,1,Secondary Education,132.0,Europe,Basic Education,Secondary Education,Service Workers,Manual Labor,125.5,0,0,0,1,Female,Yes,19,No,15.5,2.8,-4.06,0,15,16,14,13.258125,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,128.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,124.5,1,0,0,1,Female,Yes,18,No,12.4,0.5,1.79,0,12,18,10,12.45,0,Graduate
Divorced,39,1,Health and Social Sciences,0,Secondary Education,160.0,Europe,Basic Education,Basic Education,Service Workers,Service,126.0,0,0,0,1,Female,Yes,38,No,13.9,-0.3,0.79,6,16,22,15,12.944444444444445,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,136.2,1,0,1,1,Male,No,21,No,8.9,1.4,3.51,10,23,30,20,11.622727272727271,1,Enrolled
Single,43,1,Business and Management,1,Secondary Education,127.0,Africa,Secondary Education,Higher Education,Manual Labor,Service,124.2,1,0,0,1,Male,No,23,Yes,15.5,2.8,-4.06,0,10,11,1,5.0,0,Enrolled
Single,17,5,Health and Social Sciences,1,Secondary Education,147.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,138.5,1,0,0,1,Female,No,19,No,9.4,-0.8,-3.12,0,16,16,16,14.34125,0,Graduate
Single,1,2,Other,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Service Workers,Professional,122.3,1,0,1,0,Female,No,18,No,13.9,-0.3,0.79,0,12,14,11,13.071428571428571,0,Dropout
Single,1,6,Engineering and Technology,1,Secondary Education,134.0,Europe,Secondary Education,Basic Education,Service Workers,Service,126.0,1,0,0,1,Female,Yes,18,No,9.4,-0.8,-3.12,0,0,0,0,0.0,0,Graduate
Single,39,1,Other,1,Secondary Education,140.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,135.4,1,0,0,1,Female,No,24,No,12.4,0.5,1.79,0,12,23,9,11.525,0,Enrolled
Single,1,1,Other,1,Secondary Education,151.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,146.5,0,0,0,1,Female,Yes,18,Yes,12.7,3.7,-1.7,0,12,12,12,13.75,0,Graduate
Single,1,1,Other,1,Secondary Education,132.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Manual Labor,121.9,1,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,12,17,12,13.678571428571429,0,Graduate
Single,7,1,Business and Management,0,Higher Education,130.0,Europe,Secondary Education,Secondary Education,Manual Labor,Professional,130.0,0,0,0,1,Female,No,26,No,11.1,0.6,2.02,10,20,25,18,13.033333333333333,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,126.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,115.2,0,0,1,1,Female,No,19,No,12.4,0.5,1.79,0,10,21,3,10.0,0,Enrolled
Single,18,3,Other,1,Secondary Education,119.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,115.2,1,0,0,1,Female,Yes,19,No,12.7,3.7,-1.7,0,12,16,0,0.0,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,123.0,Europe,Basic Education,Basic Education,Service Workers,Service,125.1,0,0,0,1,Female,No,19,No,16.2,0.3,-0.92,0,12,18,8,11.75,0,Enrolled
Single,1,1,Other,1,Secondary Education,106.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,108.0,1,0,1,1,Female,No,20,No,9.4,-0.8,-3.12,0,10,19,6,11.5,2,Dropout
Single,1,3,Health and Social Sciences,1,Secondary Education,121.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,125.9,1,0,0,1,Female,No,22,No,9.4,-0.8,-3.12,0,12,22,6,11.75,0,Enrolled
Single,1,2,Health and Social Sciences,1,Secondary Education,138.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,128.0,1,0,0,1,Female,No,19,No,11.1,0.6,2.02,0,15,16,15,14.668174603174604,0,Graduate
Single,1,5,Health and Social Sciences,1,Secondary Education,118.0,Europe,Higher Education,Secondary Education,Service Workers,Service,113.5,1,0,0,1,Female,No,20,No,12.4,0.5,1.79,0,15,15,15,14.65982142857143,0,Graduate
Married,39,1,Business and Management,1,Secondary Education,120.0,Europe,Basic Education,Basic Education,Service Workers,Service,124.6,0,0,0,1,Female,No,36,No,10.8,1.4,1.74,0,10,20,7,12.1875,0,Enrolled
Single,39,1,Other,1,Basic Education,133.1,Europe,Secondary Education,Higher Education,Manual Labor,Service,116.0,1,0,0,1,Female,No,29,No,11.1,0.6,2.02,0,13,20,0,0.0,0,Dropout
Single,17,3,Health and Social Sciences,1,Secondary Education,141.0,Europe,Higher Education,Higher Education,Professional,Professional,124.9,1,0,0,1,Female,No,19,No,12.7,3.7,-1.7,0,12,22,10,11.5,0,Graduate
Other,39,1,Business and Management,1,Secondary Education,180.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,140.5,0,0,1,0,Female,No,24,No,13.9,-0.3,0.79,0,10,0,0,0.0,0,Dropout
Other,39,1,Other,1,Secondary Education,180.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,179.6,0,0,1,0,Female,No,27,No,8.9,1.4,3.51,0,12,13,0,0.0,0,Dropout
Single,17,1,Other,1,Secondary Education,115.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,116.1,1,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,12,14,12,14.071428571428573,0,Graduate
Single,17,2,Engineering and Technology,1,Secondary Education,142.0,Europe,Higher Education,Secondary Education,Professional,Manual Labor,139.4,1,0,0,1,Female,Yes,18,No,15.5,2.8,-4.06,0,0,0,0,0.0,0,Graduate
Single,17,4,Health and Social Sciences,1,Secondary Education,135.0,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,129.0,1,0,0,1,Female,No,21,No,12.7,3.7,-1.7,0,14,0,0,0.0,0,Dropout
Married,39,1,Other,1,Secondary Education,150.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,135.6,0,0,0,1,Female,Yes,43,No,12.4,0.5,1.79,0,12,17,10,12.0,0,Graduate
Single,43,1,Business and Management,1,Secondary Education,153.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,147.8,0,0,0,1,Female,Yes,18,No,16.2,0.3,-0.92,0,10,22,10,13.8,5,Graduate
Single,18,1,Health and Social Sciences,1,Secondary Education,153.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,138.0,1,0,0,1,Female,Yes,21,No,8.9,1.4,3.51,0,12,13,9,14.416666666666668,0,Dropout
Single,7,1,Business and Management,1,Higher Education,150.0,Europe,Higher Education,Basic Education,Professional,Manual Labor,150.0,0,0,0,1,Female,No,26,No,9.4,-0.8,-3.12,0,10,5,0,0.0,0,Dropout
Single,1,6,Health and Social Sciences,1,Secondary Education,144.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,130.8,1,0,0,1,Female,Yes,19,No,12.7,3.7,-1.7,0,16,16,14,14.214285714285714,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Student,Other,122.6,0,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,10,10,10,12.7,0,Graduate
Single,1,1,Other,1,Secondary Education,125.0,Europe,Higher Education,Higher Education,Professional,Professional,119.1,1,0,0,1,Female,No,22,No,9.4,-0.8,-3.12,0,12,27,3,11.0,0,Dropout
Single,39,1,Health and Social Sciences,1,Basic Education,133.1,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,111.8,1,0,0,1,Female,No,27,No,11.1,0.6,2.02,0,15,0,0,0.0,0,Dropout
Single,1,3,Business and Management,1,Secondary Education,133.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,125.0,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,10,12,10,12.7,1,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,129.9,0,0,0,1,Female,No,19,No,9.4,-0.8,-3.12,0,10,20,8,12.899999999999999,2,Graduate
Single,17,4,Health and Social Sciences,1,Secondary Education,133.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,131.1,1,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,15,15,15,14.860714285714286,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,154.0,Europe,Basic Education,Basic Education,Technical and Administrative,Service,141.4,0,0,0,1,Female,Yes,19,No,11.1,0.6,2.02,0,12,17,12,14.928571428571429,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.0,0,0,0,0,Female,No,32,No,11.1,0.6,2.02,0,12,0,0,0.0,0,Dropout
Single,42,1,Health and Social Sciences,1,Secondary Education,168.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,133.4,1,0,0,1,Female,No,23,No,15.5,2.8,-4.06,34,43,44,43,15.05065359477124,0,Graduate
Single,17,3,Health and Social Sciences,1,Secondary Education,132.0,Europe,Basic Education,Basic Education,Technical and Administrative,Professional,127.3,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,14,14,12,13.383333333333333,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,133.1,Europe,Secondary Education,Basic Education,Service Workers,Service,131.8,1,0,1,1,Female,No,20,No,8.9,1.4,3.51,10,23,28,22,13.170454545454547,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,114.8,1,0,1,0,Female,No,19,No,16.2,0.3,-0.92,0,12,23,7,11.19047619047619,0,Dropout
Single,1,3,Health and Social Sciences,1,Secondary Education,150.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,132.8,1,0,0,1,Female,Yes,18,No,9.4,-0.8,-3.12,0,16,16,16,13.01125,0,Graduate
Single,44,1,Other,1,Other,140.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,140.0,0,0,0,1,Female,No,21,No,15.5,2.8,-4.06,0,12,24,7,11.333333333333332,2,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,103.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,108.3,0,0,0,1,Female,Yes,20,No,11.1,0.6,2.02,0,14,29,0,0.0,0,Enrolled
Single,44,1,Health and Social Sciences,1,Other,150.0,Europe,Higher Education,Secondary Education,Professional,Service,150.0,1,0,0,1,Female,No,22,No,12.4,0.5,1.79,2,12,27,9,12.833333333333332,0,Graduate
Single,44,1,Business and Management,0,Other,160.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,160.0,0,0,0,1,Female,No,26,No,12.7,3.7,-1.7,0,10,12,10,11.7,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,131.0,Europe,Basic Education,Basic Education,Technical and Administrative,Professional,131.7,1,0,0,1,Female,No,20,No,12.7,3.7,-1.7,0,12,13,11,12.983333333333334,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,114.0,Europe,Secondary Education,Basic Education,Service Workers,Professional,112.6,1,0,0,1,Female,No,19,No,16.2,0.3,-0.92,0,15,20,13,12.75,0,Graduate
Single,39,1,Business and Management,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,111.1,0,0,0,1,Female,No,31,No,7.6,2.6,0.32,0,10,14,9,11.1,0,Graduate
Single,43,3,Health and Social Sciences,1,Secondary Education,140.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,127.5,1,0,1,1,Female,Yes,20,No,15.5,2.8,-4.06,0,15,19,15,12.03188888888889,0,Graduate
Single,43,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,120.2,1,0,0,1,Female,No,20,No,10.8,1.4,1.74,0,10,19,9,12.714285714285715,1,Graduate
Single,17,4,Health and Social Sciences,1,Secondary Education,121.0,Europe,Basic Education,Basic Education,Service Workers,Service,118.9,1,0,0,1,Female,No,21,No,16.2,0.3,-0.92,0,15,16,15,14.469841269841272,0,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,119.9,1,0,0,1,Female,No,18,No,12.4,0.5,1.79,0,15,15,15,13.19625,0,Graduate
Single,17,2,Health and Social Sciences,1,Secondary Education,141.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,127.3,1,0,0,1,Female,Yes,19,No,7.6,2.6,0.32,0,14,14,12,13.8,0,Graduate
Single,1,1,Other,1,Secondary Education,131.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,127.9,1,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,14,14,14,15.0,0,Graduate
Divorced,39,1,Other,1,Basic Education,133.1,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,133.0,0,0,0,1,Female,No,40,No,16.2,0.3,-0.92,0,12,15,10,12.8,0,Enrolled
Single,17,6,Health and Social Sciences,1,Secondary Education,117.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,114.6,0,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,12,13,12,12.738095238095237,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,151.0,Europe,Higher Education,Higher Education,Professional,Professional,144.5,1,0,0,1,Female,No,18,No,8.9,1.4,3.51,0,12,13,12,15.25,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,131.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,125.4,1,0,0,1,Female,No,19,No,15.5,2.8,-4.06,0,15,27,12,12.333333333333332,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,145.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,145.0,0,0,0,1,Female,Yes,19,No,12.4,0.5,1.79,0,12,13,12,13.0,0,Graduate
Single,39,1,Other,1,Secondary Education,135.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,138.1,0,0,1,0,Female,No,28,No,8.9,1.4,3.51,0,12,13,0,0.0,0,Dropout
Single,17,1,Engineering and Technology,1,Secondary Education,119.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,124.6,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,12,12,12,12.583333333333332,0,Graduate
Single,1,2,Other,1,Secondary Education,122.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,130.8,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,12,23,9,12.125,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,155.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,140.5,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,14,14,12,15.25,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,123.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,124.1,1,0,0,1,Female,Yes,20,No,9.4,-0.8,-3.12,0,10,23,8,13.0,3,Graduate
Single,43,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,118.4,0,0,1,1,Female,No,28,No,16.2,0.3,-0.92,28,29,29,24,12.083916083916083,0,Graduate
Single,15,1,Other,1,Secondary Education,133.1,South America,Higher Education,Secondary Education,Service Workers,Professional,128.2,0,0,0,1,Female,No,23,Yes,8.9,1.4,3.51,17,26,29,25,14.756944444444445,0,Graduate
Single,1,1,Other,1,Secondary Education,114.0,Europe,Secondary Education,Basic Education,Service Workers,Service,109.5,1,0,0,1,Female,No,19,No,16.2,0.3,-0.92,0,14,17,6,10.5,0,Dropout
Single,17,1,Health and Social Sciences,1,Secondary Education,137.0,Europe,Basic Education,Secondary Education,Service Workers,Manual Labor,131.1,1,0,0,1,Female,Yes,18,No,8.9,1.4,3.51,0,12,14,12,12.5,0,Graduate
Single,1,3,Other,1,Secondary Education,161.0,Africa,Basic Education,Basic Education,Manual Labor,Manual Labor,137.9,0,0,1,0,Female,Yes,20,Yes,10.8,1.4,1.74,0,12,13,11,12.15,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,133.1,Europe,Higher Education,Secondary Education,Professional,Service,128.2,1,0,0,1,Female,No,20,No,11.1,0.6,2.02,8,23,31,21,12.004273504273506,0,Graduate
Married,39,1,Business and Management,0,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,126.5,0,0,0,1,Female,No,27,No,7.6,2.6,0.32,0,10,10,2,5.25,0,Dropout
Single,1,1,Other,1,Secondary Education,128.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,120.0,1,0,0,1,Female,No,18,No,12.7,3.7,-1.7,0,12,24,5,12.0,0,Dropout
Divorced,39,2,Health and Social Sciences,1,Basic Education,133.1,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,123.0,0,0,0,1,Female,Yes,37,No,10.8,1.4,1.74,0,15,21,15,11.642857142857142,0,Graduate
Divorced,7,1,Health and Social Sciences,1,Higher Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,130.0,0,0,0,0,Female,No,42,No,12.4,0.5,1.79,5,14,21,8,13.393333333333333,0,Dropout
Single,17,6,Health and Social Sciences,1,Secondary Education,147.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,141.1,1,0,0,1,Female,No,20,No,13.9,-0.3,0.79,0,15,17,14,13.60625,0,Dropout
Married,39,1,Engineering and Technology,1,Secondary Education,140.0,Europe,Other,Other,Manual Labor,Manual Labor,140.0,0,0,0,0,Male,No,34,No,15.5,2.8,-4.06,0,10,10,0,0.0,0,Dropout
Single,42,1,Engineering and Technology,1,Secondary Education,140.0,Europe,Higher Education,Higher Education,Technical and Administrative,Professional,133.6,1,0,0,1,Male,No,22,No,10.8,1.4,1.74,0,10,0,0,0.0,0,Dropout
Married,39,2,Health and Social Sciences,1,Basic Education,133.1,Europe,Secondary Education,Secondary Education,Manual Labor,Service,123.5,0,0,0,1,Male,No,39,No,12.4,0.5,1.79,0,12,12,12,13.416666666666668,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,141.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,136.3,1,0,0,1,Male,Yes,18,No,7.6,2.6,0.32,0,14,14,12,13.516666666666666,0,Graduate
Single,1,2,Engineering and Technology,1,Secondary Education,128.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,123.5,1,0,0,1,Male,Yes,21,No,8.9,1.4,3.51,0,12,14,12,13.226190476190476,0,Graduate
Married,39,1,Health and Social Sciences,1,Secondary Education,150.0,Europe,Basic Education,Basic Education,Student,Service,112.0,0,0,0,1,Male,No,34,No,10.8,1.4,1.74,0,12,0,0,0.0,0,Dropout
Single,44,1,Other,1,Other,160.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,160.0,0,0,0,1,Male,Yes,22,No,16.2,0.3,-0.92,0,12,18,12,13.0625,0,Graduate
Single,39,1,Other,1,Secondary Education,133.1,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,110.0,0,0,0,1,Male,No,31,No,16.2,0.3,-0.92,0,12,35,3,7.2,0,Dropout
Single,18,3,Other,1,Secondary Education,128.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,116.8,1,0,0,0,Male,No,19,No,10.8,1.4,1.74,0,12,22,4,6.0,0,Dropout
Single,17,5,Health and Social Sciences,1,Secondary Education,114.0,Europe,Basic Education,Secondary Education,Service Workers,Manual Labor,109.5,0,0,0,1,Male,No,19,No,10.8,1.4,1.74,0,10,15,0,0.0,0,Dropout
Single,39,1,Health and Social Sciences,1,Basic Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Service,100.0,0,0,0,1,Male,No,31,No,15.5,2.8,-4.06,0,14,14,0,0.0,0,Dropout
